Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Tablet ABXY,Electronicos,1082200,58100,14/12/2021,Rafael Acosta,Medellin,3,Cupon,1,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,48700,3000,16/08/2021,Angel Rodriguez,Pereira,5,Tarjeta de credito,1,4.81333,-75.69611
Balon de voleibol,Deportes y diversion,42500,2700,23/12/2021,Blanca Ramirez,Medellin,5,Tarjeta de credito,8,6.25184,-75.56359
Guitarra electrica,Instrumentos musicales,716400,38400,1/7/2022,Lucas Olivera,Cali,3,Tarjeta de credito,1,3.43722,-76.5225
Mesa de centro,Muebles,151000,9100,18/08/2022,Angel Rodriguez,Bogota,4,Cupon,1,4.60971,-74.08175
Microondas,Electrodomesticos,300600,20800,25/01/2021,Santiago Silva,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,8900,900,31/10/2022,Beatriz Morales,Bogota,1,Nequi,1,4.60971,-74.08175
Modelado predictivo,Libros,52100,1000,15/05/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Cama king,Muebles,551500,27600,28/09/2022,Lucas Olivera,Cali,4,Tarjeta de credito,10,3.43722,-76.5225
Juego de mesa,Juguetes,149000,12700,4/6/2021,Juan Fernandez,Medellin,5,Nequi,1,6.25184,-75.56359
Sillon,Muebles,193600,10500,1/10/2022,Izabela de Leon,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Dinosaurio Rex,Juguetes,14200,1200,16/02/2023,Santiago Silva,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Refrigerador,Electrodomesticos,2168400,115900,26/12/2020,Izabela de Leon,Cali,5,Cupon,1,3.43722,-76.5225
Auriculares,Electronicos,58700,1300,25/05/2021,Felipe Santos,Medellin,5,Cupon,1,6.25184,-75.56359
Mesa de centro,Muebles,159700,8700,20/06/2022,Mariana Herrera,Bogota,5,Tarjeta de debito,1,4.60971,-74.08175
Impresora,Electronicos,258700,14200,6/10/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Smartwatch,Electronicos,137500,7500,15/03/2023,Juan Fernandez,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
Dashboards con Power BI,Libros,37500,2400,11/3/2022,Beatriz Morales,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Iphone 15,Electronicos,2400700,135200,19/04/2020,Juliana Costa,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Carrito de control remoto,Juguetes,76500,4600,6/12/2020,Juan Fernandez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Estufa,Electrodomesticos,1005300,58300,29/12/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,243800,13600,21/10/2021,Pedro Gomez,Bogota,5,Tarjeta de credito,18,4.60971,-74.08175
Iphone 15,Electronicos,2571200,135100,20/05/2022,Lucas Olivera,Soacha,5,Tarjeta de credito,8,4.57937,-74.21682
Impresora,Electronicos,365200,17600,16/01/2023,Pedro Gomez,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
TV LED UHD 4K,Electronicos,1937900,101400,2/7/2021,Rafael Acosta,Bogota,5,Nequi,1,4.60971,-74.08175
Bloques de construccion,Juguetes,31800,2100,3/12/2020,Rafael Acosta,Bogota,3,Nequi,1,4.60971,-74.08175
Lavavajillas,Electrodomesticos,980200,50400,26/03/2020,Mariana Herrera,Bogota,4,Tarjeta de credito,10,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,233100,12600,6/1/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,7900,800,1/12/2021,Beatriz Morales,Bogota,5,Tarjeta de debito,1,4.60971,-74.08175
Iphone 15,Electronicos,2138500,121300,14/10/2020,Juan Fernandez,Barranquilla,4,Tarjeta de credito,4,10.96854,-74.78132
Balon de baloncesto,Deportes y diversion,26300,1600,14/01/2020,Angel Rodriguez,Cali,1,Nequi,1,3.43722,-76.5225
Mesa de centro,Muebles,223400,12300,10/2/2023,Mariana Herrera,Cocuta,1,Nequi,1,7.89391,-72.50782
Armario,Muebles,492200,26400,17/02/2023,Izabela de Leon,Medellin,5,Tarjeta de debito,1,6.25184,-75.56359
Auriculares,Electronicos,71300,8600,20/01/2020,Camila Rivera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Modelado predictivo,Libros,71800,7200,2/1/2022,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2286600,130500,13/02/2020,Rafael Acosta,Medellin,5,Nequi,1,6.25184,-75.56359
Ajedrez de madera,Juguetes,21600,0,1/3/2021,Lucas Olivera,Bogota,4,Tarjeta de credito,5,4.60971,-74.08175
Set de vasos,Arti­culos para el hogar,41200,2900,27/12/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,200400,15500,16/05/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,58100,3800,6/7/2021,Camila Rivera,Bogota,5,Nequi,1,4.60971,-74.08175
Sillon,Muebles,253400,19300,15/05/2021,Mariana Herrera,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Cama box,Muebles,541200,29000,25/08/2022,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Smartwatch,Electronicos,152800,8400,18/09/2022,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1026000,52800,13/05/2020,Juan Fernandez,Pereira,5,Nequi,1,4.81333,-75.69611
Bicicleta,Deportes y diversion,453500,22300,19/04/2022,Lucas Olivera,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Cama king,Muebles,727500,41100,2/4/2022,Juliana Costa,Leticia,3,Tarjeta de credito,2,-4.21528,-69.94056
Kit de bancas,Muebles,274100,15000,9/2/2021,Izabela de Leon,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Guitarra acustica,Instrumentos musicales,441300,23700,5/5/2020,Lucas Olivera,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,46600,2900,21/10/2022,Camila Rivera,Medellin,2,Tarjeta de credito,3,6.25184,-75.56359
Estufa,Electrodomesticos,889400,47800,8/2/2022,Mariana Herrera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Carrito de control remoto,Juguetes,78700,10000,21/02/2023,Camila Rivera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Auriculares con microfono,Electronicos,94300,5200,11/7/2020,Izabela de Leon,Inirida,5,Tarjeta de credito,5,3.8653,-67.9239
Estufa,Electrodomesticos,625700,33500,28/01/2023,Juliana Costa,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Mochila,Deportes y diversion,100500,3500,14/06/2022,Lucas Olivera,Bogota,5,Nequi,1,4.60971,-74.08175
Lavadora de ropa,Electrodomesticos,1419200,76000,26/02/2021,Izabela de Leon,Medellin,5,Nequi,1,6.25184,-75.56359
Set de vasos,Arti­culos para el hogar,34300,9200,22/01/2022,Angel Rodriguez,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Auriculares,Electronicos,85200,2700,4/5/2021,Lucas Olivera,Cali,3,Tarjeta de credito,10,3.43722,-76.5225
Cama box,Muebles,512800,25500,16/04/2020,Juan Fernandez,Medellin,5,Tarjeta de credito,6,6.25184,-75.56359
Juego de mesa,Juguetes,164800,7000,1/8/2020,Camila Rivera,Medellin,5,Nequi,1,6.25184,-75.56359
Mesa de noche,Muebles,273800,15000,16/02/2023,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Bateria,Instrumentos musicales,546500,36300,21/12/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Mochila,Deportes y diversion,106900,3900,8/9/2020,Blanca Ramirez,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,71800,7200,4/8/2020,Juliana Costa,Medellin,4,Nequi,1,6.25184,-75.56359
Refrigerador,Electrodomesticos,1548900,83000,17/03/2023,Camila Rivera,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Microondas,Electrodomesticos,585100,29300,16/03/2022,Santiago Silva,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,22400,0,22/09/2022,Santiago Silva,Santa Marta,4,Tarjeta de credito,3,11.24079,-74.19904
Secadora de ropa,Electrodomesticos,1210400,62600,8/3/2023,Mariana Herrera,Riohacha,1,Tarjeta de credito,4,11.54444,-72.90722
Lavavajillas,Electrodomesticos,1499900,80300,4/2/2021,Felipe Santos,Cocuta,5,Tarjeta de credito,3,7.89391,-72.50782
Cama king,Muebles,495700,24600,15/04/2022,Pedro Gomez,Cali,5,Nequi,1,3.43722,-76.5225
Cuerda para saltar,Deportes y diversion,14800,2000,23/02/2022,Pedro Gomez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Bloques de construccion,Juguetes,42800,3300,28/01/2020,Felipe Santos,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1302900,70600,26/03/2021,Lucas Olivera,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Set de vasos,Arti­culos para el hogar,21100,0,5/6/2020,Santiago Silva,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,332800,15900,28/08/2022,Beatriz Morales,Cali,5,Tarjeta de credito,2,3.43722,-76.5225
Smart TV,Electronicos,1716400,89600,9/3/2020,Lucas Olivera,Bogota,2,Cupon,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,51100,900,22/08/2022,Juliana Costa,Bogota,5,Tarjeta de credito,9,4.60971,-74.08175
Bicicleta,Deportes y diversion,492200,24400,31/10/2022,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,64900,3700,5/10/2022,Juan Fernandez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bloques de construccion,Juguetes,24500,6100,20/08/2020,Rafael Acosta,Bucaramanga,5,Cupon,1,7.12539,-73.1198
Olla de presion,Arti­culos para el hogar,93700,3200,14/01/2021,Camila Rivera,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Modelado predictivo,Libros,63000,8000,17/03/2023,Juan Fernandez,Barranquilla,4,Tarjeta de debito,1,10.96854,-74.78132
Sofa reclinable,Muebles,723700,39200,11/9/2022,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Balon de baloncesto,Deportes y diversion,43400,0,8/6/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Microondas,Electrodomesticos,735100,39800,16/10/2020,Pedro Gomez,Villavicencio,3,Tarjeta de credito,1,4.142,-73.62664
Smartwatch,Electronicos,176400,9600,9/7/2021,Maria Alfonso,Cartagena,5,Cupon,1,10.39972,-75.51444
Cama box,Muebles,411800,26700,16/05/2022,Izabela de Leon,Villavicencio,5,Tarjeta de credito,10,4.142,-73.62664
Set de ollas,Arti­culos para el hogar,221500,12000,12/6/2021,Beatriz Morales,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Armario,Muebles,523900,26100,29/07/2021,Pedro Gomez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Vaso termico,Deportes y diversion,37600,0,4/1/2022,Blanca Ramirez,Medellin,5,Nequi,1,6.25184,-75.56359
Modelado predictivo,Libros,47300,2900,26/10/2021,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1381300,73800,22/03/2022,Maria Alfonso,Bucaramanga,5,Tarjeta de credito,4,7.12539,-73.1198
Mesa de noche,Muebles,265700,15200,9/3/2023,Beatriz Morales,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,73100,4300,6/7/2020,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de noche,Muebles,329400,17900,28/03/2021,Lucas Olivera,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Cubo magico 8x8,Juguetes,11400,800,17/12/2021,Izabela de Leon,Pereira,1,Cupon,1,4.81333,-75.69611
Celular ABXY,Electronicos,1107100,59200,8/1/2020,Felipe Santos,Cali,5,Tarjeta de credito,5,3.43722,-76.5225
TV LED UHD 4K,Electronicos,2084600,111400,7/1/2020,Camila Rivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Cama king,Muebles,971700,49900,2/12/2022,Maria Alfonso,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,20200,0,19/02/2023,Camila Rivera,Medellin,1,Tarjeta de credito,1,6.25184,-75.56359
Smartwatch,Electronicos,202000,11000,1/8/2021,Juliana Costa,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Guitarra electrica,Instrumentos musicales,808000,43200,21/12/2020,Rafael Acosta,Pasto,5,Tarjeta de credito,4,1.21361,-77.28111
Mesa de centro,Muebles,147400,12500,24/05/2022,Pedro Gomez,Medellin,1,Tarjeta de credito,8,6.25184,-75.56359
Carrito de control remoto,Juguetes,61300,3700,19/05/2021,Camila Rivera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Carrito de control remoto,Juguetes,83500,9200,24/11/2022,Pedro Gomez,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Set de ollas,Arti­culos para el hogar,114900,6500,13/09/2022,Blanca Ramirez,Bogota,3,Nequi,1,4.60971,-74.08175
Sillon,Muebles,255800,13800,29/08/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Olla de presion,Arti­culos para el hogar,74300,10000,29/08/2020,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Asistente virtual,Electronicos,125300,12500,10/3/2021,Juliana Costa,Barranquilla,3,Cupon,1,10.96854,-74.78132
Bateria,Instrumentos musicales,700600,35500,3/1/2020,Rafael Acosta,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Asistente virtual,Electronicos,193200,10700,11/12/2022,Rafael Acosta,Riohacha,4,Tarjeta de credito,3,11.54444,-72.90722
Celular ABXY,Electronicos,919400,47100,16/08/2022,Camila Rivera,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Dinosaurio Rex,Juguetes,17700,1500,3/7/2020,Blanca Ramirez,Pereira,3,Cupon,1,4.81333,-75.69611
Armario,Muebles,513600,25500,24/04/2022,Rafael Acosta,Bogota,5,Cupon,1,4.60971,-74.08175
Iphone 15,Electronicos,1721900,91900,16/09/2020,Lucas Olivera,Bogota,5,Cupon,1,4.60971,-74.08175
Celular ABXY,Electronicos,696900,37300,5/4/2021,Rafael Acosta,Pereira,3,Tarjeta de credito,7,4.81333,-75.69611
Armario,Muebles,509900,27600,12/10/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Cuberteria,Arti­culos para el hogar,53700,1000,12/9/2020,Camila Rivera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Asistente virtual,Electronicos,288200,15700,30/12/2022,Angel Rodriguez,Bogota,5,Nequi,1,4.60971,-74.08175
Armario,Muebles,477500,23600,7/5/2021,Felipe Santos,Pasto,5,Tarjeta de credito,1,1.21361,-77.28111
Carrito de control remoto,Juguetes,63600,1600,28/01/2020,Lucas Olivera,Armenia,1,Tarjeta de credito,2,4.53389,-75.68111
Modelado predictivo,Libros,66000,3700,9/11/2020,Lucas Olivera,Medellin,5,Cupon,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,10500,0,9/9/2020,Beatriz Morales,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Mesa de comedor,Muebles,339700,18800,8/11/2021,Pedro Gomez,Bogota,4,Tarjeta de credito,10,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,49400,800,26/12/2021,Izabela de Leon,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Estufa,Electrodomesticos,621700,31300,20/01/2022,Felipe Santos,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Muneca bebe,Juguetes,42400,0,12/2/2022,Maria Alfonso,Barranquilla,4,Tarjeta de credito,10,10.96854,-74.78132
Armario,Muebles,451900,28700,9/6/2022,Lucas Olivera,Cali,4,Tarjeta de credito,8,3.43722,-76.5225
Sofa reclinable,Muebles,668800,40400,21/01/2022,Mariana Herrera,Bogota,2,Tarjeta de credito,10,4.60971,-74.08175
Pandereta,Instrumentos musicales,42000,0,5/3/2021,Maria Alfonso,Medellin,3,Tarjeta de credito,1,6.25184,-75.56359
Vaso termico,Deportes y diversion,30300,0,18/11/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Juego de mesa,Juguetes,253100,11700,17/09/2022,Mariana Herrera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
TV LED UHD 4K,Electronicos,2784500,148800,13/06/2022,Camila Rivera,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Mochila,Deportes y diversion,82500,2600,29/04/2022,Beatriz Morales,Pereira,5,Nequi,1,4.81333,-75.69611
Auriculares con microfono,Electronicos,171300,7300,18/11/2022,Rafael Acosta,Pereira,5,Tarjeta de credito,5,4.81333,-75.69611
Kit de bancas,Muebles,275800,14900,29/10/2021,Beatriz Morales,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Balon de voleibol,Deportes y diversion,54500,3100,26/02/2021,Beatriz Morales,Cali,1,Tarjeta de credito,12,3.43722,-76.5225
Vaso termico,Deportes y diversion,66600,1700,1/8/2020,Izabela de Leon,Bogota,3,Tarjeta de debito,1,4.60971,-74.08175
Cuberteria,Arti­culos para el hogar,48500,800,21/03/2020,Beatriz Morales,Pereira,3,Tarjeta de credito,1,4.81333,-75.69611
Lavadora de ropa,Electrodomesticos,1379600,73900,17/10/2021,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Iphone 15,Electronicos,1286800,66700,22/04/2021,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Bloques de construccion,Juguetes,36000,7800,10/11/2021,Santiago Silva,Santa Marta,5,Tarjeta de credito,1,11.24079,-74.19904
Muneca bebe,Juguetes,43200,0,19/05/2022,Camila Rivera,Medellin,4,Tarjeta de credito,7,6.25184,-75.56359
Impresora,Electronicos,300800,14200,12/8/2021,Santiago Silva,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Armario,Muebles,502800,31700,9/1/2021,Pedro Gomez,Cali,4,Tarjeta de credito,5,3.43722,-76.5225
Guitarra electrica,Instrumentos musicales,613900,30900,1/6/2021,Santiago Silva,Bogota,5,Cupon,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,27600,10200,12/10/2022,Camila Rivera,Cali,1,Tarjeta de credito,1,3.43722,-76.5225
Microondas,Electrodomesticos,508000,25200,1/4/2022,Camila Rivera,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de comedor,Muebles,350000,18900,2/7/2021,Felipe Santos,Bogota,4,Cupon,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,52000,3300,27/10/2022,Beatriz Morales,Pereira,5,Nequi,1,4.81333,-75.69611
Dashboards con Power BI,Libros,31000,2000,31/07/2022,Juan Fernandez,Pereira,5,Tarjeta de credito,12,4.81333,-75.69611
Smart TV,Electronicos,1412200,75700,18/06/2021,Felipe Santos,Manizales,3,Nequi,1,5.06889,-75.51738
Ciencia de datos con Python,Libros,56300,3400,9/12/2022,Pedro Gomez,Pereira,4,Tarjeta de credito,10,4.81333,-75.69611
TV LED UHD 4K,Electronicos,2666500,142500,21/08/2021,Juliana Costa,Medellin,4,Tarjeta de credito,6,6.25184,-75.56359
Lavadora de ropa,Electrodomesticos,1299300,67400,1/3/2022,Angel Rodriguez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Celular ABXY,Electronicos,1238100,64100,27/10/2022,Felipe Santos,Cali,3,Cupon,1,3.43722,-76.5225
Silla de oficina,Muebles,302300,16500,1/5/2022,Juliana Costa,Medellin,1,Nequi,1,6.25184,-75.56359
Mesa de noche,Muebles,319100,17200,15/05/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,6,4.60971,-74.08175
Ajedrez de madera,Juguetes,19400,1500,20/01/2021,Blanca Ramirez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Iniciando en programacion,Libros,52500,1000,25/01/2020,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Mochila,Deportes y diversion,83700,2600,19/11/2020,Juan Fernandez,Cocuta,3,Tarjeta de credito,2,7.89391,-72.50782
Muneca bebe,Juguetes,39000,6800,12/7/2020,Angel Rodriguez,Bogota,4,Nequi,1,4.60971,-74.08175
Armario,Muebles,471500,27500,3/7/2020,Blanca Ramirez,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
Ajedrez de madera,Juguetes,29100,0,17/07/2022,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Microondas,Electrodomesticos,310100,14700,25/02/2022,Angel Rodriguez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2292400,122300,28/01/2021,Juliana Costa,Bogota,1,Nequi,1,4.60971,-74.08175
Bloques de construccion,Juguetes,34300,2200,20/11/2020,Camila Rivera,Cocuta,5,Tarjeta de credito,5,7.89391,-72.50782
Bicicleta,Deportes y diversion,517700,28000,9/6/2021,Mariana Herrera,Pereira,5,Tarjeta de credito,10,4.81333,-75.69611
Lavavajillas,Electrodomesticos,1185500,63800,9/2/2023,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,31000,0,23/02/2023,Beatriz Morales,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Refrigerador,Electrodomesticos,2132400,111700,11/9/2021,Felipe Santos,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Guitarra acustica,Instrumentos musicales,302300,16300,9/8/2020,Blanca Ramirez,Bogota,4,Tarjeta de credito,10,4.60971,-74.08175
Auriculares con microfono,Electronicos,257800,11900,14/02/2022,Juan Fernandez,Bucaramanga,1,Tarjeta de credito,1,7.12539,-73.1198
Auriculares con microfono,Electronicos,215300,11900,2/6/2022,Angel Rodriguez,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Set de ollas,Arti­culos para el hogar,162700,9100,2/12/2021,Felipe Santos,Bogota,5,Tarjeta de credito,3,4.60971,-74.08175
Iphone 15,Electronicos,1453300,79800,25/08/2020,Juliana Costa,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Silla de oficina,Muebles,453700,22300,15/04/2020,Izabela de Leon,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Secadora de ropa,Electrodomesticos,1350600,72600,18/02/2023,Camila Rivera,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Set de vasos,Arti­culos para el hogar,26000,0,21/07/2022,Santiago Silva,Barranquilla,1,Tarjeta de credito,1,10.96854,-74.78132
Balon de voleibol,Deportes y diversion,56100,3200,5/6/2022,Juan Fernandez,Cali,4,Tarjeta de credito,5,3.43722,-76.5225
Vaso termico,Deportes y diversion,28100,0,8/5/2022,Blanca Ramirez,Bogota,1,Tarjeta de credito,3,4.60971,-74.08175
Iphone 15,Electronicos,2312500,127900,10/3/2021,Santiago Silva,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Asistente virtual,Electronicos,179000,7700,23/11/2021,Rafael Acosta,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Estufa,Electrodomesticos,532500,28600,14/02/2021,Santiago Silva,Leticia,3,Nequi,1,-4.21528,-69.94056
Mesa de noche,Muebles,323400,17600,23/11/2021,Mariana Herrera,Riohacha,1,Tarjeta de credito,1,11.54444,-72.90722
Dashboards con Power BI,Libros,28200,2200,24/01/2021,Felipe Santos,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Tablet ABXY,Electronicos,1143800,61100,26/10/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Modelado predictivo,Libros,52700,1000,23/11/2020,Juliana Costa,Cali,4,Nequi,1,3.43722,-76.5225
Modelado predictivo,Libros,77100,2300,27/04/2020,Lucas Olivera,Pereira,3,Tarjeta de credito,1,4.81333,-75.69611
Refrigerador,Electrodomesticos,1908200,102000,22/04/2022,Mariana Herrera,Medellin,4,Tarjeta de credito,6,6.25184,-75.56359
Juego de mesa,Juguetes,178900,7700,7/3/2022,Juliana Costa,Bogota,1,Nequi,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,1734300,92700,25/08/2021,Juan Fernandez,Cali,4,Tarjeta de credito,8,3.43722,-76.5225
Impresora,Electronicos,328800,15700,25/03/2022,Santiago Silva,Santa Marta,4,Nequi,1,11.24079,-74.19904
Bicicleta,Deportes y diversion,415400,20300,5/3/2023,Izabela de Leon,Bogota,5,Nequi,1,4.60971,-74.08175
Celular ABXY,Electronicos,1179300,61000,21/09/2021,Santiago Silva,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Refrigerador,Electrodomesticos,2549300,136800,21/07/2020,Rafael Acosta,Bogota,5,Nequi,1,4.60971,-74.08175
Mochila,Deportes y diversion,90600,5000,14/09/2022,Felipe Santos,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,21200,5800,14/08/2022,Izabela de Leon,Medellin,3,Cupon,1,6.25184,-75.56359
Olla de presion,Arti­culos para el hogar,64800,1600,23/07/2020,Rafael Acosta,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Mochila,Deportes y diversion,105600,5800,15/09/2020,Maria Alfonso,Barranquilla,4,Tarjeta de credito,3,10.96854,-74.78132
Secadora de ropa,Electrodomesticos,971200,52100,25/04/2020,Lucas Olivera,Bogota,4,Cupon,1,4.60971,-74.08175
Silla de oficina,Muebles,392900,19100,18/05/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Dashboards con Power BI,Libros,41100,0,27/08/2021,Angel Rodriguez,Cali,4,Nequi,1,3.43722,-76.5225
Cama king,Muebles,865600,46300,20/01/2023,Santiago Silva,Medellin,4,Tarjeta de credito,5,6.25184,-75.56359
Iniciando en programacion,Libros,57900,3700,18/02/2023,Juliana Costa,Bogota,4,Tarjeta de credito,5,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2045300,109100,20/09/2021,Blanca Ramirez,Cartagena,4,Cupon,1,10.39972,-75.51444
Smart TV,Electronicos,1756800,102300,10/2/2023,Lucas Olivera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Modelado predictivo,Libros,79300,4900,23/09/2021,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Smart TV,Electronicos,1214600,62900,19/03/2023,Camila Rivera,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Tablet ABXY,Electronicos,1112800,59600,16/08/2022,Rafael Acosta,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Dashboards con Power BI,Libros,31300,2100,1/2/2022,Juliana Costa,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,48000,0,2/8/2020,Felipe Santos,Cali,5,Nequi,1,3.43722,-76.5225
Balon de voleibol,Deportes y diversion,43100,0,1/6/2020,Maria Alfonso,Bogota,4,Nequi,1,4.60971,-74.08175
