Producto,Categoria del Producto,Precio,Costo de Envio,Fecha de Compra,Vendedor,Lugar de Compra,Calificacion,Metodo de Pago,Cantidad de Cuotas,Latitud,Longitud
Kit de bancas,Muebles,281800,22900,10/8/2020,Juliana Costa,Bogota,3,Tarjeta de credito,2,4.60971,-74.08175
Modelado predictivo,Libros,61900,12000,18/11/2022,Maria Alfonso,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Mesa de noche,Muebles,225600,14400,11/8/2021,Santiago Silva,Bogota,1,Tarjeta de credito,6,4.60971,-74.08175
Dashboards con Power BI,Libros,26500,6300,22/10/2022,Lucas Olivera,Medellin,4,Nequi,1,6.25184,-75.56359
Iniciando en programacion,Libros,62800,9400,20/05/2020,Rafael Acosta,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,41500,7000,3/1/2023,Santiago Silva,Medellin,3,Tarjeta de credito,5,6.25184,-75.56359
Carrito de control remoto,Juguetes,85500,4900,12/7/2020,Mariana Herrera,Bucaramanga,5,Tarjeta de credito,1,7.12539,-73.1198
Guitarra acustica,Instrumentos musicales,253200,13700,6/3/2022,Juan Fernandez,Cocuta,5,Tarjeta de credito,2,7.89391,-72.50782
Sofa reclinable,Muebles,677400,36500,11/7/2020,Izabela de Leon,Medellin,4,Nequi,1,6.25184,-75.56359
Balon de voleibol,Deportes y diversion,40400,0,16/02/2021,Juan Fernandez,Bogota,1,Tarjeta de credito,3,4.60971,-74.08175
Modelado predictivo,Libros,64300,1600,3/12/2021,Rafael Acosta,Medellin,5,Cupon,1,6.25184,-75.56359
Silla de oficina,Muebles,518400,28000,16/07/2021,Beatriz Morales,Pereira,4,Nequi,1,4.81333,-75.69611
Lavavajillas,Electrodomesicos,1028900,53000,17/05/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Smart TV,Electronicos,1302900,67600,25/01/2023,Mariana Herrera,Santa Marta,3,Cupon,1,11.24079,-74.19904
Guitarra acustica,Instrumentos musicales,219300,11900,15/07/2021,Blanca Ramirez,Cali,1,Tarjeta de credito,10,3.43722,-76.5225
Carrito de control remoto,Juguetes,71200,11200,25/06/2021,Rafael Acosta,Medellin,1,Tarjeta de credito,3,6.25184,-75.56359
Mochila,Deportes y diversion,97200,3400,10/2/2020,Blanca Ramirez,Pereira,5,Tarjeta de debito,1,4.81333,-75.69611
Muneca bebe,Juguetes,43600,0,15/03/2020,Angel Rodriguez,Medellin,5,Tarjeta de credito,7,6.25184,-75.56359
Dinosaurio Rex,Juguetes,18600,9700,16/06/2020,Juan Fernandez,Cocuta,5,Tarjeta de credito,5,7.89391,-72.50782
Smartwatch,Electronicos,195500,8600,20/06/2020,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,76400,2300,25/02/2020,Juan Fernandez,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Ciencia de datos con Python,Libros,43300,0,4/8/2020,Juliana Costa,Barranquilla,4,Nequi,1,10.96854,-74.78132
Ciencia de datos con Python,Libros,54100,1100,15/08/2022,Santiago Silva,Bucaramanga,5,Tarjeta de debito,1,7.12539,-73.1198
Iphone 15,Electronicos,1616100,86700,17/11/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Set de ollas,Articulos para el hogar,176600,9800,5/2/2021,Mariana Herrera,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Auriculares,Electronicos,113400,4200,17/05/2021,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Lavadora de ropa,Electrodomesicos,1294300,67100,11/10/2022,Juan Fernandez,Bogota,5,Cupon,1,4.60971,-74.08175
Asistente virtual,Electronicos,290200,15900,15/03/2021,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de centro,Muebles,128800,7100,3/9/2021,Felipe Santos,Medellin,1,Nequi,1,6.25184,-75.56359
Iphone 15,Electronicos,1865700,97500,13/06/2021,Rafael Acosta,Riohacha,5,Tarjeta de credito,6,11.54444,-72.90722
Tablet ABXY,Electronicos,1003000,53600,8/10/2020,Izabela de Leon,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,143500,5800,27/04/2022,Felipe Santos,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,23400,1500,9/7/2020,Maria Alfonso,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Impresora,Electronicos,374800,20700,6/8/2021,Mariana Herrera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,116300,4400,31/10/2021,Juliana Costa,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Pandereta,Instrumentos musicales,55600,3200,21/04/2022,Felipe Santos,Pereira,1,Nequi,1,4.81333,-75.69611
Impresora,Electronicos,288900,13600,19/05/2022,Camila Rivera,Santa Marta,4,Tarjeta de credito,3,11.24079,-74.19904
Muneca bebe,Juguetes,38600,0,1/8/2022,Pedro Gomez,Santa Marta,5,Tarjeta de credito,1,11.24079,-74.19904
Ciencia de datos con Python,Libros,59100,7800,16/03/2022,Juliana Costa,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Carrito de control remoto,Juguetes,69300,4400,19/10/2022,Juan Fernandez,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Smart TV,Electronicos,1734800,90600,5/12/2022,Angel Rodriguez,Cocuta,4,Tarjeta de credito,1,7.89391,-72.50782
Cama king,Muebles,389800,25400,7/2/2023,Maria Alfonso,Pereira,3,Tarjeta de credito,1,4.81333,-75.69611
Impresora,Electronicos,251100,13800,6/1/2020,Juliana Costa,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Refrigerador,Electrodomesicos,2232900,119100,3/11/2021,Mariana Herrera,Medellin,5,Tarjeta de credito,20,6.25184,-75.56359
Asistente virtual,Electronicos,238300,13400,10/7/2022,Mariana Herrera,Riohacha,5,Tarjeta de credito,2,11.54444,-72.90722
Olla de presion,Articulos para el hogar,88000,2900,18/01/2023,Lucas Olivera,Medellin,4,Tarjeta de credito,6,6.25184,-75.56359
Sillon,Muebles,195300,8600,6/11/2020,Juan Fernandez,Cali,4,Tarjeta de credito,5,3.43722,-76.5225
Lavadora de ropa,Electrodomesicos,1465300,78400,26/06/2021,Blanca Ramirez,Bogota,1,Tarjeta de credito,5,4.60971,-74.08175
Bateria,Instrumentos musicales,606600,32800,28/04/2021,Felipe Santos,Armenia,1,Tarjeta de credito,8,4.53389,-75.68111
Smart TV,Electronicos,1427400,74200,18/02/2021,Juliana Costa,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Iphone 15,Electronicos,1937600,103600,23/04/2020,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Sofa reclinable,Muebles,739000,39600,18/02/2022,Camila Rivera,Santa Marta,4,Tarjeta de credito,10,11.24079,-74.19904
Mochila,Deportes y diversion,97400,3400,20/04/2022,Camila Rivera,Cali,4,Tarjeta de credito,4,3.43722,-76.5225
Mesa de centro,Muebles,192700,8400,28/02/2023,Rafael Acosta,Cali,4,Nequi,1,3.43722,-76.5225
Lavadora de ropa,Electrodomesicos,1313100,74700,12/5/2021,Izabela de Leon,Bogota,4,Tarjeta de credito,1,4.60971,-74.08175
Silla de oficina,Muebles,457200,22500,25/11/2022,Pedro Gomez,Pereira,5,Nequi,1,4.81333,-75.69611
Kit de bancas,Muebles,255400,11800,29/08/2020,Juan Fernandez,Bogota,5,Nequi,1,4.60971,-74.08175
Cama box,Muebles,745800,40100,4/8/2021,Maria Alfonso,Medellin,4,Tarjeta de credito,5,6.25184,-75.56359
Cubo magico 8x8,Juguetes,14000,1000,21/06/2020,Camila Rivera,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Pandereta,Instrumentos musicales,51600,3100,18/09/2022,Lucas Olivera,Bogota,4,Tarjeta de credito,10,4.60971,-74.08175
Mochila,Deportes y diversion,90800,5000,21/07/2022,Beatriz Morales,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Sofa reclinable,Muebles,602700,32800,9/12/2020,Juliana Costa,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Bateria,Instrumentos musicales,821100,41900,20/05/2020,Izabela de Leon,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Lavavajillas,Electrodomesicos,1164300,65400,14/02/2021,Pedro Gomez,Bogota,5,Cupon,1,4.60971,-74.08175
Auriculares,Electronicos,65800,4600,21/03/2023,Maria Alfonso,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Carrito de control remoto,Juguetes,65400,1700,20/07/2021,Lucas Olivera,Pereira,5,Nequi,1,4.81333,-75.69611
Kit de bancas,Muebles,344100,16500,12/1/2020,Pedro Gomez,Medellin,5,Nequi,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,59800,10400,25/11/2022,Maria Alfonso,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
Mochila,Deportes y diversion,112400,4200,8/7/2021,Angel Rodriguez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
TV LED UHD 4K,Electronicos,1834600,95900,17/10/2022,Felipe Santos,Cartagena,5,Tarjeta de credito,3,10.39972,-75.51444
Bateria,Instrumentos musicales,668600,33800,17/03/2020,Santiago Silva,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Lavavajillas,Electrodomesicos,1040600,53600,3/3/2023,Maria Alfonso,Bogota,4,Nequi,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,126900,7000,11/2/2023,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,438900,24400,2/12/2021,Izabela de Leon,Medellin,4,Tarjeta de credito,3,6.25184,-75.56359
Dinosaurio Rex,Juguetes,15700,1100,28/04/2021,Camila Rivera,Barranquilla,3,Nequi,1,10.96854,-74.78132
Mesa de centro,Muebles,136600,10600,6/7/2022,Felipe Santos,Bogota,1,Tarjeta de credito,10,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,951100,51000,10/9/2022,Santiago Silva,Bogota,5,Nequi,1,4.60971,-74.08175
Cama box,Muebles,542900,29100,9/11/2022,Pedro Gomez,Pereira,4,Tarjeta de credito,2,4.81333,-75.69611
Juego de mesa,Juguetes,251100,13600,22/10/2021,Blanca Ramirez,Pereira,5,Tarjeta de credito,5,4.81333,-75.69611
Modelado predictivo,Libros,65000,3900,18/08/2020,Angel Rodriguez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Tablet ABXY,Electronicos,1015400,52300,16/04/2022,Santiago Silva,Bogota,4,Nequi,1,4.60971,-74.08175
Celular ABXY,Electronicos,771700,41300,21/10/2021,Juan Fernandez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,41200,0,17/03/2021,Izabela de Leon,Bogota,4,Tarjeta de credito,2,4.60971,-74.08175
Kit de bancas,Muebles,258700,18700,24/10/2022,Pedro Gomez,Pereira,5,Tarjeta de credito,2,4.81333,-75.69611
Tablet ABXY,Electronicos,1300500,67400,1/8/2020,Rafael Acosta,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Cuerda para saltar,Deportes y diversion,8200,800,23/07/2020,Beatriz Morales,Medellin,5,Tarjeta de credito,10,6.25184,-75.56359
Impresora,Electronicos,254000,11700,3/1/2022,Lucas Olivera,Bogota,2,Tarjeta de credito,3,4.60971,-74.08175
Pandereta,Instrumentos musicales,74600,4200,10/11/2021,Rafael Acosta,Cali,4,Tarjeta de credito,12,3.43722,-76.5225
Auriculares,Electronicos,63400,1600,8/1/2023,Blanca Ramirez,Bogota,5,Tarjeta de debito,1,4.60971,-74.08175
Bloques de construccion,Juguetes,42900,0,23/02/2020,Lucas Olivera,Cocuta,5,Nequi,1,7.89391,-72.50782
Bicicleta,Deportes y diversion,516700,33200,5/7/2022,Juliana Costa,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Mesa de centro,Muebles,183600,10300,20/07/2020,Juan Fernandez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Set de vasos,Articulos para el hogar,38700,0,24/10/2022,Juliana Costa,Medellin,5,Nequi,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,15500,0,7/2/2020,Camila Rivera,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Tablet ABXY,Electronicos,903800,46300,10/8/2022,Beatriz Morales,Bucaramanga,5,Nequi,1,7.12539,-73.1198
Microondas,Electrodomesicos,631700,33900,23/11/2022,Felipe Santos,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Carrito de control remoto,Juguetes,75700,4400,3/3/2020,Lucas Olivera,Bogota,1,Nequi,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,234800,20400,24/12/2021,Felipe Santos,Cartagena,5,Tarjeta de credito,1,10.39972,-75.51444
Set de ollas,Articulos para el hogar,83100,4800,13/04/2021,Juliana Costa,Pereira,5,Nequi,1,4.81333,-75.69611
Secadora de ropa,Electrodomesicos,844200,43100,21/02/2020,Santiago Silva,Barranquilla,4,Tarjeta de credito,2,10.96854,-74.78132
Carrito de control remoto,Juguetes,80100,6600,25/03/2021,Juan Fernandez,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Mesa de noche,Muebles,292800,13800,18/12/2021,Blanca Ramirez,Cartagena,4,Nequi,1,10.39972,-75.51444
Cama king,Muebles,707200,35800,10/12/2021,Maria Alfonso,Cali,5,Tarjeta de credito,7,3.43722,-76.5225
Iniciando en programacion,Libros,58800,3300,8/10/2020,Juan Fernandez,Leticia,4,Tarjeta de credito,3,-4.21528,-69.94056
Cama king,Muebles,673100,36100,1/6/2021,Pedro Gomez,Pasto,3,Tarjeta de credito,3,1.21361,-77.28111
Smartwatch,Electronicos,196100,8600,13/04/2020,Mariana Herrera,Bogota,4,Nequi,1,4.60971,-74.08175
Guitarra acustica,Instrumentos musicales,249900,14000,18/12/2020,Juliana Costa,Pereira,4,Tarjeta de credito,4,4.81333,-75.69611
Cama box,Muebles,701400,38000,3/9/2022,Juliana Costa,Barranquilla,1,Cupon,1,10.96854,-74.78132
Iphone 15,Electronicos,2035500,109100,26/07/2021,Mariana Herrera,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Sofa reclinable,Muebles,649900,32800,27/01/2023,Felipe Santos,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Refrigerador,Electrodomesicos,1484900,79300,19/03/2020,Lucas Olivera,Barranquilla,5,Tarjeta de credito,1,10.96854,-74.78132
Smartwatch,Electronicos,216500,13900,10/1/2020,Blanca Ramirez,Bogota,1,Tarjeta de credito,6,4.60971,-74.08175
Sofa reclinable,Muebles,676800,34200,26/03/2023,Felipe Santos,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1331000,71300,3/8/2020,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Pandereta,Instrumentos musicales,63800,4100,1/11/2021,Beatriz Morales,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Dinosaurio Rex,Juguetes,21300,0,10/8/2022,Felipe Santos,Bogota,5,Nequi,1,4.60971,-74.08175
Mesa de noche,Muebles,269200,15600,30/03/2023,Pedro Gomez,Cali,4,Tarjeta de credito,1,3.43722,-76.5225
Kit de bancas,Muebles,336000,18300,22/01/2021,Pedro Gomez,Leticia,4,Tarjeta de credito,1,-4.21528,-69.94056
Iniciando en programacion,Libros,57400,3300,8/7/2022,Beatriz Morales,Bogota,5,Nequi,1,4.60971,-74.08175
Smart TV,Electronicos,1491900,77600,16/02/2022,Blanca Ramirez,Cali,5,Nequi,1,3.43722,-76.5225
Guitarra electrica,Instrumentos musicales,656800,33200,31/01/2021,Camila Rivera,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,22600,0,12/8/2021,Santiago Silva,Medellin,5,Nequi,1,6.25184,-75.56359
TV LED UHD 4K,Electronicos,1856300,99500,17/05/2021,Santiago Silva,Medellin,5,Tarjeta de credito,2,6.25184,-75.56359
Iniciando en programacion,Libros,42700,0,15/02/2022,Juan Fernandez,Santa Marta,5,Tarjeta de credito,2,11.24079,-74.19904
Ajedrez de madera,Juguetes,20900,1800,9/9/2022,Blanca Ramirez,Bogota,1,Tarjeta de credito,1,4.60971,-74.08175
Bicicleta,Deportes y diversion,700000,37700,24/10/2022,Santiago Silva,Barranquilla,4,Nequi,1,10.96854,-74.78132
Mesa de centro,Muebles,203700,9000,12/8/2020,Maria Alfonso,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Ciencia de datos con Python,Libros,41600,0,2/8/2021,Beatriz Morales,Riohacha,5,Tarjeta de credito,2,11.54444,-72.90722
Cama king,Muebles,724500,36800,16/03/2020,Izabela de Leon,Bogota,3,Nequi,1,4.60971,-74.08175
Microondas,Electrodomesicos,775600,41700,1/5/2021,Mariana Herrera,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Iniciando en programacion,Libros,31400,2400,9/2/2021,Juan Fernandez,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Auriculares,Electronicos,134900,5400,30/10/2022,Blanca Ramirez,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Cama king,Muebles,850900,45800,12/8/2021,Maria Alfonso,Cali,3,Tarjeta de credito,1,3.43722,-76.5225
Ajedrez de madera,Juguetes,34700,0,3/10/2022,Juliana Costa,Cartagena,3,Tarjeta de credito,5,10.39972,-75.51444
Tablet ABXY,Electronicos,1096500,58800,10/10/2021,Beatriz Morales,Cocuta,5,Tarjeta de credito,2,7.89391,-72.50782
Tablet ABXY,Electronicos,1849400,96700,8/11/2022,Mariana Herrera,Cartagena,1,Tarjeta de credito,6,10.39972,-75.51444
Sillon,Muebles,277500,15400,15/12/2022,Juan Fernandez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Sofa reclinable,Muebles,679800,36400,28/01/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Juego de mesa,Juguetes,212300,13700,19/01/2020,Juliana Costa,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Bicicleta,Deportes y diversion,252300,13600,18/08/2021,Juan Fernandez,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Balon de voleibol,Deportes y diversion,55600,3200,24/05/2021,Camila Rivera,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Mesa de noche,Muebles,254600,14100,24/12/2021,Juliana Costa,Bogota,5,Cupon,1,4.60971,-74.08175
Mesa de centro,Muebles,193600,8500,22/12/2020,Rafael Acosta,Medellin,5,Nequi,1,6.25184,-75.56359
Guitarra acustica,Instrumentos musicales,337400,18500,12/2/2022,Juliana Costa,Bogota,5,Nequi,1,4.60971,-74.08175
Bloques de construccion,Juguetes,27600,1900,4/2/2023,Juliana Costa,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Juego de mesa,Juguetes,236400,13000,12/2/2021,Mariana Herrera,Barranquilla,4,Tarjeta de credito,8,10.96854,-74.78132
Smart TV,Electronicos,1640100,87500,5/5/2020,Blanca Ramirez,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Guitarra electrica,Instrumentos musicales,700700,35500,9/5/2020,Blanca Ramirez,Barranquilla,4,Tarjeta de credito,1,10.96854,-74.78132
Estufa,Electrodomesicos,720800,36600,29/10/2022,Camila Rivera,Bogota,3,Tarjeta de credito,7,4.60971,-74.08175
Bicicleta,Deportes y diversion,302000,16300,19/04/2020,Maria Alfonso,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Olla de presion,Articulos para el hogar,78500,4900,14/08/2022,Izabela de Leon,Medellin,5,Nequi,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,14700,0,1/7/2021,Maria Alfonso,Bogota,3,Tarjeta de credito,1,4.60971,-74.08175
Set de ollas,Articulos para el hogar,181200,15500,12/2/2022,Beatriz Morales,Medellin,5,Nequi,1,6.25184,-75.56359
Kit de bancas,Muebles,250900,11500,5/7/2022,Izabela de Leon,Medellin,1,Tarjeta de credito,10,6.25184,-75.56359
Refrigerador,Electrodomesicos,2542600,133600,21/03/2022,Rafael Acosta,Medellin,5,Tarjeta de credito,4,6.25184,-75.56359
Lavavajillas,Electrodomesicos,1024900,55000,13/01/2020,Santiago Silva,Cali,1,Tarjeta de credito,7,3.43722,-76.5225
Smart TV,Electronicos,1447300,75300,24/12/2021,Juliana Costa,Cali,4,Tarjeta de credito,7,3.43722,-76.5225
Estufa,Electrodomesicos,402500,19600,12/5/2022,Lucas Olivera,Bogota,1,Nequi,1,4.60971,-74.08175
Tablet ABXY,Electronicos,1123700,58000,17/03/2020,Juliana Costa,Medellin,3,Tarjeta de credito,4,6.25184,-75.56359
Armario,Muebles,463400,22900,22/06/2020,Juliana Costa,Cali,5,Tarjeta de credito,7,3.43722,-76.5225
Modelado predictivo,Libros,55900,3200,23/12/2021,Lucas Olivera,Bogota,1,Nequi,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,9600,900,9/6/2020,Santiago Silva,Cali,5,Tarjeta de credito,4,3.43722,-76.5225
Cubo magico 8x8,Juguetes,10400,0,13/03/2021,Maria Alfonso,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,247300,13400,15/10/2022,Rafael Acosta,Bogota,3,Nequi,1,4.60971,-74.08175
Mesa de comedor,Muebles,298400,16400,26/03/2020,Lucas Olivera,Bogota,5,Cupon,1,4.60971,-74.08175
Auriculares,Electronicos,74600,4200,1/12/2021,Blanca Ramirez,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Dinosaurio Rex,Juguetes,19900,1700,12/10/2021,Blanca Ramirez,Bucaramanga,1,Tarjeta de credito,3,7.12539,-73.1198
Balon de baloncesto,Deportes y diversion,39200,2300,15/12/2021,Lucas Olivera,Barranquilla,5,Tarjeta de credito,1,10.96854,-74.78132
Secadora de ropa,Electrodomesicos,1156300,61800,10/2/2022,Mariana Herrera,Bogota,5,Nequi,1,4.60971,-74.08175
Juego de mesa,Juguetes,170800,10100,19/06/2022,Felipe Santos,Medellin,5,Tarjeta de credito,5,6.25184,-75.56359
Ciencia de datos con Python,Libros,43100,2700,15/09/2022,Blanca Ramirez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Carrito de control remoto,Juguetes,62700,8000,14/03/2022,Maria Alfonso,Riohacha,5,Tarjeta de credito,1,11.54444,-72.90722
Silla de oficina,Muebles,307200,16600,15/02/2021,Pedro Gomez,Medellin,3,Tarjeta de credito,3,6.25184,-75.56359
Iniciando en programacion,Libros,34000,0,21/01/2020,Lucas Olivera,Bogota,5,Tarjeta de credito,4,4.60971,-74.08175
Balon de baloncesto,Deportes y diversion,48100,3000,13/07/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Lavadora de ropa,Electrodomesicos,1281900,66400,1/10/2021,Beatriz Morales,Riohacha,5,Nequi,1,11.54444,-72.90722
Vaso termico,Deportes y diversion,62600,3500,1/11/2020,Angel Rodriguez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Mesa de centro,Muebles,201000,8900,18/05/2022,Camila Rivera,Medellin,1,Nequi,1,6.25184,-75.56359
Pandereta,Instrumentos musicales,97000,5900,19/05/2021,Mariana Herrera,Cali,5,Tarjeta de credito,10,3.43722,-76.5225
Mesa de comedor,Muebles,374000,20300,25/06/2022,Rafael Acosta,Medellin,5,Cupon,1,6.25184,-75.56359
Olla de presion,Articulos para el hogar,91200,5100,15/11/2022,Angel Rodriguez,Bogota,5,Tarjeta de credito,8,4.60971,-74.08175
Carrito de control remoto,Juguetes,59600,1400,27/07/2022,Rafael Acosta,Bogota,4,Nequi,1,4.60971,-74.08175
Celular ABXY,Electronicos,1140400,58900,14/01/2021,Camila Rivera,Bogota,5,Tarjeta de credito,5,4.60971,-74.08175
Bateria,Instrumentos musicales,589800,32600,22/03/2023,Juan Fernandez,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Balon de voleibol,Deportes y diversion,44300,2900,22/10/2021,Blanca Ramirez,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
Dinosaurio Rex,Juguetes,21300,5800,7/9/2022,Juliana Costa,Bucaramanga,3,Tarjeta de credito,1,7.12539,-73.1198
Smart TV,Electronicos,1347500,72200,13/12/2021,Juliana Costa,Barranquilla,1,Tarjeta de credito,3,10.96854,-74.78132
Armario,Muebles,504500,27400,17/05/2020,Camila Rivera,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Cubo magico 8x8,Juguetes,17400,1100,19/08/2021,Maria Alfonso,Bogota,5,Nequi,1,4.60971,-74.08175
Ajedrez de madera,Juguetes,30600,0,5/2/2020,Juan Fernandez,Medellin,4,Tarjeta de credito,1,6.25184,-75.56359
Lavavajillas,Electrodomesicos,1127500,60300,13/05/2021,Blanca Ramirez,Bogota,1,Tarjeta de credito,2,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,17600,0,8/2/2023,Angel Rodriguez,Bogota,1,Tarjeta de credito,8,4.60971,-74.08175
Refrigerador,Electrodomesicos,2064300,108100,26/06/2022,Beatriz Morales,Bogota,5,Tarjeta de credito,2,4.60971,-74.08175
Cubo magico 8x8,Juguetes,14900,1500,26/01/2021,Maria Alfonso,Pereira,5,Nequi,1,4.81333,-75.69611
Balon de baloncesto,Deportes y diversion,26100,0,25/04/2022,Pedro Gomez,Riohacha,4,Tarjeta de credito,7,11.54444,-72.90722
Kit de bancas,Muebles,291800,23000,3/1/2020,Maria Alfonso,Santa Marta,5,Cupon,1,11.24079,-74.19904
Smart TV,Electronicos,1529100,79600,13/07/2020,Camila Rivera,Bogota,4,Tarjeta de credito,3,4.60971,-74.08175
Dinosaurio Rex,Juguetes,15700,1500,13/03/2023,Izabela de Leon,Bogota,5,Tarjeta de credito,7,4.60971,-74.08175
TV LED UHD 4K,Electronicos,2936200,154500,30/06/2021,Camila Rivera,Bogota,4,Tarjeta de credito,4,4.60971,-74.08175
Cuberteria,Articulos para el hogar,44700,3000,6/7/2020,Mariana Herrera,Medellin,5,Tarjeta de credito,1,6.25184,-75.56359
Secadora de ropa,Electrodomesicos,1222700,65800,20/03/2020,Maria Alfonso,Valledupar,3,Nequi,1,10.46314,-73.25322
Bloques de construccion,Juguetes,38100,2700,30/01/2023,Rafael Acosta,Bogota,5,Cupon,1,4.60971,-74.08175
Cuerda para saltar,Deportes y diversion,13900,0,8/4/2021,Blanca Ramirez,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Sillon,Muebles,231700,10500,30/12/2021,Camila Rivera,Medellin,5,Tarjeta de credito,3,6.25184,-75.56359
Cubo magico 8x8,Juguetes,11200,1300,11/3/2022,Angel Rodriguez,Medellin,4,Tarjeta de credito,2,6.25184,-75.56359
Mesa de comedor,Muebles,173600,7400,13/01/2021,Felipe Santos,Bogota,2,Cupon,1,4.60971,-74.08175
Auriculares con microfono,Electronicos,98300,5900,7/8/2022,Juan Fernandez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Microondas,Electrodomesicos,443700,21800,18/11/2020,Blanca Ramirez,Cali,5,Tarjeta de credito,1,3.43722,-76.5225
Ajedrez de madera,Juguetes,35200,0,24/02/2022,Izabela de Leon,Bogota,5,Tarjeta de credito,10,4.60971,-74.08175
Set de vasos,Articulos para el hogar,42600,2500,30/11/2020,Felipe Santos,Bogota,5,Tarjeta de credito,1,4.60971,-74.08175
Silla de oficina,Muebles,388800,18900,20/02/2021,Beatriz Morales,Bogota,1,Tarjeta de credito,4,4.60971,-74.08175
